what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.emf.ecore,2.5.0.v200906151043,"org.eclipse.emf.ecore",1295427515562
started,bundle,org.eclipse.emf.ecore.xmi,2.5.0.v200906151043,"org.eclipse.emf.ecore.xmi",1295427515562
started,bundle,org.eclipse.equinox.app,1.2.0.v20090520-1800,"org.eclipse.equinox.app",1295427515593
started,bundle,org.eclipse.equinox.common,3.5.0.v20090520-1800,"org.eclipse.equinox.common",1295427515609
started,bundle,org.eclipse.equinox.ds,1.1.0.v20090601,"org.eclipse.equinox.ds",1295427515625
started,bundle,org.eclipse.equinox.frameworkadmin,1.0.100.v20090520-1905,"org.eclipse.equinox.frameworkadmin",1295427515640
started,bundle,org.eclipse.equinox.frameworkadmin.equinox,1.0.100.v20090520-1905,"org.eclipse.equinox.frameworkadmin.equinox",1295427515656
started,bundle,org.eclipse.equinox.p2.core,1.0.100.v20090520-1905,"org.eclipse.equinox.p2.core",1295427515671
started,bundle,org.eclipse.equinox.p2.director,1.0.100.v20090520-1905,"org.eclipse.equinox.p2.director",1295427515671
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.100.v20090525,"org.eclipse.equinox.p2.directorywatcher",1295427515687
started,bundle,org.eclipse.equinox.p2.engine,1.0.100.v20090525,"org.eclipse.equinox.p2.engine",1295427515703
started,bundle,org.eclipse.equinox.p2.exemplarysetup,1.0.100.v20090520-1905,"org.eclipse.equinox.p2.exemplarysetup",1295427515718
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.100.v20090520-1905,"org.eclipse.equinox.p2.garbagecollector",1295427515734
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.0.100.v20090525,"org.eclipse.equinox.p2.metadata.repository",1295427515750
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.0.100.v20090520-1905,"org.eclipse.equinox.p2.reconciler.dropins",1295427515750
started,bundle,org.eclipse.equinox.p2.repository,1.0.0.v20090601-1921,"org.eclipse.equinox.p2.repository",1295427515765
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20090520-1905,"org.eclipse.equinox.p2.ui.sdk.scheduler",1295427515781
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.0.v20090520-1905,"org.eclipse.equinox.p2.updatechecker",1295427515796
started,bundle,org.eclipse.equinox.preferences,3.2.300.v20090520-1800,"org.eclipse.equinox.preferences",1295427515812
started,bundle,org.eclipse.equinox.registry,3.4.100.v20090520-1800,"org.eclipse.equinox.registry",1295427515812
started,bundle,org.eclipse.equinox.security,1.0.100.v20090520-1800,"org.eclipse.equinox.security",1295427515812
started,bundle,org.eclipse.equinox.security.ui,1.0.100.v20090520-1800,"org.eclipse.equinox.security.ui",1295427515828
started,bundle,org.eclipse.equinox.simpleconfigurator.manipulator,1.0.100.v20090520-1905,"org.eclipse.equinox.simpleconfigurator.manipulator",1295427515859
started,bundle,org.eclipse.equinox.util,1.0.100.v20090520-1800,"org.eclipse.equinox.util",1295427515875
started,bundle,org.eclipse.help,3.4.0.v20090526,"org.eclipse.help",1295427515890
started,bundle,org.eclipse.jdt.core,3.5.0.v_963,"org.eclipse.jdt.core",1295427515906
started,bundle,org.eclipse.jdt.core.manipulation,1.3.0.v20090603,"org.eclipse.jdt.core.manipulation",1295427515921
started,bundle,org.eclipse.jdt.launching,3.5.0.v20090527,"org.eclipse.jdt.launching",1295427515953
started,bundle,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui",1295427515968
started,bundle,org.eclipse.jet.ui,1.0.0.v200906120900,"org.eclipse.jet.ui",1295427516000
started,bundle,org.eclipse.jface,3.5.0.I20090525-2000,"org.eclipse.jface",1295427516015
started,bundle,org.eclipse.jsch.core,1.1.100.I20090430-0408,"org.eclipse.jsch.core",1295427516031
started,bundle,org.eclipse.mylyn.bugzilla.core,3.3.1.v20091215-0000-e3x,"org.eclipse.mylyn.bugzilla.core",1295427516046
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.3.1.v20091215-0000-e3x,"org.eclipse.mylyn.bugzilla.ui",1295427516062
started,bundle,org.eclipse.mylyn.commons.net,3.3.0.v20091013-0200-e3x,"org.eclipse.mylyn.commons.net",1295427516062
started,bundle,org.eclipse.mylyn.commons.ui,3.3.1.v20091215-0000-e3x,"org.eclipse.mylyn.commons.ui",1295427516093
started,bundle,org.eclipse.mylyn.context.core,3.3.1.v20091215-0000-e3x,"org.eclipse.mylyn.context.core",1295427516093
started,bundle,org.eclipse.mylyn.context.ui,3.3.1.v20091215-0000-e3x,"org.eclipse.mylyn.context.ui",1295427516109
started,bundle,org.eclipse.mylyn.monitor.ui,3.3.1.v20091215-0000-e3x,"org.eclipse.mylyn.monitor.ui",1295427516125
started,bundle,org.eclipse.mylyn.tasks.ui,3.3.1.v20091215-0000-e3x,"org.eclipse.mylyn.tasks.ui",1295427516156
started,bundle,org.eclipse.mylyn.team.ui,3.3.1.v20091215-0000-e3x,"org.eclipse.mylyn.team.ui",1295427516187
started,bundle,org.eclipse.pde.ui,3.5.0.v20090528,"org.eclipse.pde.ui",1295427516218
started,bundle,org.eclipse.team.core,3.5.0.I20090527-0620,"org.eclipse.team.core",1295427516250
started,bundle,org.eclipse.team.cvs.core,3.3.200.I20090430-0408,"org.eclipse.team.cvs.core",1295427516265
started,bundle,org.eclipse.team.cvs.ui,3.3.200.I20090521-1750,"org.eclipse.team.cvs.ui",1295427516281
started,bundle,org.eclipse.team.ui,3.5.0.I20090430-0408,"org.eclipse.team.ui",1295427516296
started,bundle,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui",1295427516328
started,bundle,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console",1295427516359
started,bundle,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.editors",1295427516375
started,bundle,org.eclipse.ui.forms,3.4.0.v20090526,"org.eclipse.ui.forms",1295427516390
started,bundle,org.eclipse.ui.ide,3.5.0.I20090525-2000,"org.eclipse.ui.ide",1295427516421
started,bundle,org.eclipse.ui.intro,3.3.0.v20090526,"org.eclipse.ui.intro",1295427516437
started,bundle,org.eclipse.ui.intro.universal,3.2.300.v20090526,"org.eclipse.ui.intro.universal",1295427516437
started,bundle,org.eclipse.ui.net,1.2.0.I20090430-0408,"org.eclipse.ui.net",1295427516453
started,bundle,org.eclipse.ui.views,3.4.0.I20090525-2000,"org.eclipse.ui.views",1295427516484
started,bundle,org.eclipse.ui.views.log,1.0.100.v20090527,"org.eclipse.ui.views.log",1295427516500
started,bundle,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"org.eclipse.ui.workbench",1295427516531
started,bundle,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.workbench.texteditor",1295427516546
started,bundle,org.eclipse.uml2.diagram.common,0.9.0.v200906190654,"org.eclipse.uml2.diagram.common",1295427516546
started,bundle,org.eclipse.uml2.uml,3.0.1.v200908281330,"org.eclipse.uml2.uml",1295427516593
started,bundle,org.eclipse.update.configurator,3.3.0.v20090312,"org.eclipse.update.configurator",1295427516609
started,bundle,org.eclipse.update.core,3.2.300.v20090525,"org.eclipse.update.core",1295427516656
started,bundle,org.eclipse.update.scheduler,3.2.200.v20081127,"org.eclipse.update.scheduler",1295427516671
started,bundle,org.eclipse.wst.common.frameworks,1.1.300.v200904160730,"org.eclipse.wst.common.frameworks",1295427516687
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.102.v200903070248,"org.eclipse.wst.ws.service.policy.ui",1295427516703
started,bundle,org.eclipse.xtend.typesystem.emf.ui,0.7.2.v200908120436,"org.eclipse.xtend.typesystem.emf.ui",1295427516734
started,bundle,org.eclipse.emf.validation,1.4.0.v20100428-2315,"org.eclipse.emf.validation",1295427516734
started,bundle,org.eclipse.jem.util,2.0.201.v201001252130,"org.eclipse.jem.util",1295427516750
started,bundle,org.eclipse.jst.jsf.common,1.1.9.v201001271707,"org.eclipse.jst.jsf.common",1295427516781
started,bundle,org.eclipse.jst.jsf.core,1.2.5.v201001271707,"org.eclipse.jst.jsf.core",1295427516812
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.1.v200911141735,"org.eclipse.wst.common.project.facet.core",1295427516812
started,bundle,org.eclipse.wst.web,1.1.301.v200911302230,"org.eclipse.wst.web",1295427516843
started,bundle,com.google.appengine.eclipse.core,1.3.3.v201006111302,"com.google.appengine.eclipse.core",1295427516843
started,bundle,com.google.appengine.eclipse.sdkbundle.1.3.8,1.3.8.v201010161055,"com.google.appengine.eclipse.sdkbundle.1.3.8",1295427516843
started,bundle,com.google.gdt.eclipse.core,1.3.3.v201006111302,"com.google.gdt.eclipse.core",1295427516843
started,bundle,com.google.gdt.eclipse.platform.shared,1.3.3.v201006111302,"com.google.gdt.eclipse.platform.shared",1295427516843
started,bundle,com.google.gdt.eclipse.suite,1.3.3.v201006111302,"com.google.gdt.eclipse.suite",1295427516859
started,bundle,com.google.gwt.eclipse.core,1.3.3.v201006111302,"com.google.gwt.eclipse.core",1295427516875
started,bundle,com.google.gwt.eclipse.sdkbundle.2.0.4,2.0.4.v201006301254,"com.google.gwt.eclipse.sdkbundle.2.0.4",1295427516890
started,bundle,org.eclipse.epp.usagedata.gathering,1.1.1.R201001291118,"org.eclipse.epp.usagedata.gathering",1295427516921
started,bundle,org.eclipse.epp.usagedata.recording,1.1.1.R201001291118,"org.eclipse.epp.usagedata.recording",1295427516937
started,bundle,org.eclipse.m2m.atl.adt.ui,3.0.2.v201001190421,"org.eclipse.m2m.atl.adt.ui",1295427516953
os,sysinfo,,,"win32",1295427516953
arch,sysinfo,,,"x86",1295427516953
ws,sysinfo,,,"win32",1295427516953
locale,sysinfo,,,"it_IT",1295427516953
processors,sysinfo,,,"2",1295427516953
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1295427516953
java.runtime.version,sysinfo,,,"1.6.0_20-b02",1295427516953
java.specification.name,sysinfo,,,"Java Platform API Specification",1295427516953
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1295427516953
java.specification.version,sysinfo,,,"1.6",1295427516953
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1295427516953
java.version,sysinfo,,,"1.6.0_20",1295427516953
java.vm.info,sysinfo,,,"mixed mode, sharing",1295427516953
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1295427516953
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1295427516953
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1295427516953
java.vm.specification.version,sysinfo,,,"1.0",1295427516953
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1295427516953
java.vm.version,sysinfo,,,"16.3-b01",1295427516953
activated,view,org.eclipse.ui.views.log,1.0.100.v20090527,"org.eclipse.pde.runtime.LogView",1295427517015
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1295427518265
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1295427524125
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1295427524625
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1295427524640
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1295427525015
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1295427531734
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1295427531843
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1295427531859
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1295427532531
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1295427532937
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1295427533296
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1295427536656
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1295427537062
started,bundle,org.eclipse.pde.core,3.5.0.v20090602,"org.eclipse.pde.core",1295427540890
started,bundle,org.eclipse.pde,3.4.100.v200906111540,"org.eclipse.pde",1295427541890
started,bundle,org.eclipse.core.variables,3.2.200.v20090521,"org.eclipse.core.variables",1295427591156
started,bundle,org.eclipse.ltk.core.refactoring,3.5.0.v20090513-2000,"org.eclipse.ltk.core.refactoring",1295427594593
started,bundle,org.eclipse.ltk.ui.refactoring,3.4.100.v20090604,"org.eclipse.ltk.ui.refactoring",1295427594640
opened,view,org.eclipse.pde.ui,3.5.0.v20090528,"org.eclipse.pde.ui.PluginsView",1295427595140
activated,view,org.eclipse.pde.ui,3.5.0.v20090528,"org.eclipse.pde.ui.PluginsView",1295427595203
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1295427595203
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1295427957203
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1295427959578
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1295428351125
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1295428351718
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1295428352593
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1295428822984
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1295428823328
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1295428873296
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1295428881828
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1295428885312
started,bundle,org.eclipse.jst.common.frameworks,1.1.301.v201001252130,"org.eclipse.jst.common.frameworks",1295428916312
started,bundle,org.eclipse.wst.common.emf,1.1.301.v200908181930,"org.eclipse.wst.common.emf",1295428916343
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.1.301.v200908101600,"org.eclipse.wst.common.emfworkbench.integration",1295428916359
started,bundle,org.eclipse.wst.common.modulecore,1.1.301.v201001252130,"org.eclipse.wst.common.modulecore",1295428916390
started,bundle,org.eclipse.jst.j2ee.web,1.1.301.v200911302230,"org.eclipse.jst.j2ee.web",1295428916390
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.1.v200911141836,"org.eclipse.jst.common.project.facet.core",1295428916453
started,bundle,org.eclipse.jst.j2ee.core,1.1.301.v200911302230,"org.eclipse.jst.j2ee.core",1295428916484
started,bundle,org.eclipse.jem,2.0.301.v201001252130,"org.eclipse.jem",1295428916500
started,bundle,org.eclipse.jst.jee,1.0.201.v201002021055,"org.eclipse.jst.jee",1295428916625
started,bundle,com.google.gdt.eclipse.platform.e35,1.3.3.v201006111302,"com.google.gdt.eclipse.platform.e35",1295428916640
started,bundle,org.eclipse.jpt.core,2.2.1.v200908270220,"org.eclipse.jpt.core",1295428916671
started,bundle,org.eclipse.jpt.eclipselink.core,1.2.0.v200905310000,"org.eclipse.jpt.eclipselink.core",1295428916687
started,bundle,org.eclipse.wst.sse.core,1.1.402.v201001251516,"org.eclipse.wst.sse.core",1295428916718
started,bundle,org.eclipse.wst.common.frameworks.ui,1.1.301.v200908101600,"org.eclipse.wst.common.frameworks.ui",1295428916734
started,bundle,org.eclipse.wst.xml.core,1.1.402.v201001222130,"org.eclipse.wst.xml.core",1295428916734
started,bundle,org.eclipse.wst.validation,1.2.104.v200911120201,"org.eclipse.wst.validation",1295428917140
started,bundle,org.eclipse.jst.j2ee,1.1.301.v201001272230,"org.eclipse.jst.j2ee",1295428917171
started,bundle,org.eclipse.wst.server.core,1.1.102.v20100123,"org.eclipse.wst.server.core",1295428917234
started,bundle,org.eclipse.jst.server.core,1.2.1.v20100127,"org.eclipse.jst.server.core",1295428917265
started,bundle,org.eclipse.wst.server.ui,1.1.103.v20100123,"org.eclipse.wst.server.ui",1295428917281
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1295428917500
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.import",1295428917515
started,bundle,org.eclipse.wst.jsdt.core,1.0.201.v2010012803,"org.eclipse.wst.jsdt.core",1295428917875
started,bundle,org.eclipse.jem.workbench,2.0.201.v200911302230,"org.eclipse.jem.workbench",1295428918578
started,bundle,org.eclipse.wst.html.core,1.1.300.v200903120608,"org.eclipse.wst.html.core",1295428919484
started,bundle,org.eclipse.wst.jsdt.web.core,1.0.201.v201001221931,"org.eclipse.wst.jsdt.web.core",1295428920343
started,bundle,org.eclipse.jdt.apt.core,3.3.200.v20090528-1135,"org.eclipse.jdt.apt.core",1295428922453
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.200.v20090526-2130,"org.eclipse.jdt.apt.pluggable.core",1295428922515
started,bundle,org.eclipse.wst.wsi.ui,1.0.500.v200901141851,"org.eclipse.wst.wsi.ui",1295428924140
started,bundle,org.eclipse.wst.dtd.core,1.1.300.v200904181727,"org.eclipse.wst.dtd.core",1295428924140
started,bundle,org.eclipse.wst.sse.ui,1.1.102.v200910200227,"org.eclipse.wst.sse.ui",1295428924250
started,bundle,org.eclipse.wst.html.ui,1.0.401.v200908111935,"org.eclipse.wst.html.ui",1295428924312
started,bundle,org.eclipse.jst.jsp.core,1.2.204.v201001270045,"org.eclipse.jst.jsp.core",1295428924687
started,bundle,org.eclipse.wst.wsdl.validation,1.1.402.v200911251542,"org.eclipse.wst.wsdl.validation",1295428925203
started,bundle,org.eclipse.wst.xsd.core,1.1.401.v200903020335,"org.eclipse.wst.xsd.core",1295428925218
started,bundle,org.eclipse.wst.xsl.core,1.0.1.v200908101420,"org.eclipse.wst.xsl.core",1295428925296
started,bundle,org.jboss.tools.flow.jpdl4.multipage,1.0.0.v200907072256,"org.jboss.tools.flow.jpdl4.multipage",1295428925312
started,bundle,org.jboss.tools.flow.jpdl4,1.0.0.v200907072256,"org.jboss.tools.flow.jpdl4",1295428925328
started,bundle,org.eclipse.wst.css.core,1.1.301.v200910161432,"org.eclipse.wst.css.core",1295428926250
started,bundle,org.eclipse.wst.common.uriresolver,1.1.301.v200805140415,"org.eclipse.wst.common.uriresolver",1295428926312
started,bundle,org.eclipse.wst.internet.cache,1.0.301.v200805140020,"org.eclipse.wst.internet.cache",1295428927203
started,bundle,org.eclipse.gmf.xpand.migration,1.0.0.v20090608-0720,"org.eclipse.gmf.xpand.migration",1295428932781
started,bundle,org.eclipse.wst.ws.service.policy,1.0.103.v200905151848,"org.eclipse.wst.ws.service.policy",1295428933984
started,bundle,org.eclipse.wst.command.env,1.0.408.v200903110045,"org.eclipse.wst.command.env",1295428934062
started,bundle,org.eclipse.wst.ws,1.1.103.v200903111822,"org.eclipse.wst.ws",1295428934062
started,bundle,org.eclipse.compare,3.5.0.I20090514-0808,"org.eclipse.compare",1295428936421
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1295428946765
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1295428946828
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1295428946906
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1295429574906
started,bundle,org.eclipse.compare.core,3.5.0.I20090430-0408,"org.eclipse.compare.core",1295429587375
opened,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1295429587406
activated,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1295429587500
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1295429589734
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1295429624609
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1295429624671
activated,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1295429626968
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1295429628421
started,bundle,org.eclipse.wst.xml.ui,1.1.2.v201001222130,"org.eclipse.wst.xml.ui",1295429631046
started,bundle,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui",1295429631437
started,bundle,org.eclipse.xsd,2.5.0.v200906151043,"org.eclipse.xsd",1295429632171
started,bundle,org.eclipse.jst.jsp.ui,1.1.401.v200908111935,"org.eclipse.jst.jsp.ui",1295429632375
started,bundle,org.eclipse.wst.dtd.ui,1.0.400.v200904300717,"org.eclipse.wst.dtd.ui",1295429632687
opened,editor,org.eclipse.wst.xml.ui,1.1.2.v201001222130,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1295429632812
activated,editor,org.eclipse.wst.xml.ui,1.1.2.v201001222130,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1295429633734
started,bundle,org.eclipse.jst.jsf.ui,1.2.3.v201001271707,"org.eclipse.jst.jsf.ui",1295429633781
started,bundle,org.eclipse.jst.j2ee.ejb,1.1.301.v201001252130,"org.eclipse.jst.j2ee.ejb",1295429633890
started,bundle,org.eclipse.jst.j2ee.jca,1.1.301.v201001252130,"org.eclipse.jst.j2ee.jca",1295429634062
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1295429636953
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1295429640546
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1295429641953
closed,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1295429642375
started,bundle,org.eclipse.gef,3.5.1.v20090910-2020,"org.eclipse.gef",1295429642968
started,bundle,org.jboss.tools.flow.common,1.0.0.v200907072256,"org.jboss.tools.flow.common",1295429642984
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.406.v200903031852,"org.eclipse.jst.ws.axis.creation.ui",1295429643468
stopped,bundle,org.eclipse.jst.ws.axis.consumption.ui,1.0.405.v200901261650,"org.eclipse.jst.ws.axis.consumption.ui",1295429643484
stopped,bundle,org.eclipse.jst.ws.axis.consumption.core,1.0.306.v200810082309,"org.eclipse.jst.ws.axis.consumption.core",1295429643515
stopped,bundle,org.eclipse.jst.ws.axis2.creation.ui,1.0.103.v200807162242,"org.eclipse.jst.ws.axis2.creation.ui",1295429643562
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.ui,1.0.102.v200807232000,"org.eclipse.jst.ws.axis2.consumption.ui",1295429643578
stopped,bundle,org.eclipse.jst.ws.axis2.creation.core,1.0.105.v200901220134,"org.eclipse.jst.ws.axis2.creation.core",1295429643578
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.core,1.0.104.v200810151442,"org.eclipse.jst.ws.axis2.consumption.core",1295429643578
stopped,bundle,org.eclipse.jst.ws.axis2.ui,1.0.302.v200905260749,"org.eclipse.jst.ws.axis2.ui",1295429643578
stopped,bundle,org.eclipse.jst.ws.axis2.core,1.0.104.v200810151442,"org.eclipse.jst.ws.axis2.core",1295429643578
activated,perspective,org.eclipse.pde.ui,,"org.eclipse.pde.ui.PDEPerspective",1295429829375
started,bundle,org.eclipse.osgi,3.5.0.v20090520,"org.eclipse.osgi",1295429829375
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.100.v20090520-1905,"org.eclipse.equinox.simpleconfigurator",1295429829406
started,bundle,com.ibm.icu,4.0.1.v20090415,"com.ibm.icu",1295429829406
started,bundle,net.sf.eclipsecs.core,5.0.3.200911042225,"net.sf.eclipsecs.core",1295429829421
started,bundle,net.sf.eclipsecs.ui,5.0.3.200911042225,"net.sf.eclipsecs.ui",1295429829437
started,bundle,org.eclipse.compare,3.5.0.I20090514-0808,"org.eclipse.compare",1295429829453
started,bundle,org.eclipse.compare.core,3.5.0.I20090430-0408,"org.eclipse.compare.core",1295429829453
started,bundle,org.eclipse.core.contenttype,3.4.0.v20090429-1800,"org.eclipse.core.contenttype",1295429829453
started,bundle,org.eclipse.core.databinding.observable,1.2.0.I20090604-2000,"org.eclipse.core.databinding.observable",1295429829453
started,bundle,org.eclipse.core.expressions,3.4.100.v20090429-1800,"org.eclipse.core.expressions",1295429829453
started,bundle,org.eclipse.core.filebuffers,3.5.0.v20090526-2000,"org.eclipse.core.filebuffers",1295429829468
started,bundle,org.eclipse.core.filesystem,1.2.0.v20090507,"org.eclipse.core.filesystem",1295429829484
started,bundle,org.eclipse.core.jobs,3.4.100.v20090429-1800,"org.eclipse.core.jobs",1295429829500
started,bundle,org.eclipse.core.net,1.2.0.I20090522-1010,"org.eclipse.core.net",1295429829500
started,bundle,org.eclipse.core.resources,3.5.0.v20090512,"org.eclipse.core.resources",1295429829515
started,bundle,org.eclipse.core.runtime,3.5.0.v20090525,"org.eclipse.core.runtime",1295429829515
started,bundle,org.eclipse.core.runtime.compatibility,3.2.0.v20090413,"org.eclipse.core.runtime.compatibility",1295429829515
